"Datum & Zeit","Abfluss (m³/s)","Pegel (müM)"
"2025-07-31T22:00:00.000Z","3.21","1756.405"
"2025-07-31T22:05:00.000Z","3.191","1756.404"
"2025-07-31T22:10:00.000Z","3.21","1756.405"
"2025-07-31T22:15:00.000Z","3.21","1756.405"
"2025-07-31T22:20:00.000Z","3.171","1756.403"
"2025-07-31T22:25:00.000Z","3.191","1756.404"
"2025-07-31T22:30:00.000Z","3.191","1756.404"
"2025-07-31T22:35:00.000Z","3.191","1756.404"
"2025-07-31T22:40:00.000Z","3.191","1756.404"
"2025-07-31T22:45:00.000Z","3.21","1756.405"
"2025-07-31T22:50:00.000Z","3.23","1756.406"
"2025-07-31T22:55:00.000Z","3.249","1756.407"
"2025-07-31T23:00:00.000Z","3.21","1756.405"
"2025-07-31T23:05:00.000Z","3.21","1756.405"
"2025-07-31T23:10:00.000Z","3.23","1756.406"
"2025-07-31T23:15:00.000Z","3.23","1756.406"
"2025-07-31T23:20:00.000Z","3.269","1756.408"
"2025-07-31T23:25:00.000Z","3.23","1756.406"
"2025-07-31T23:30:00.000Z","3.249","1756.407"
"2025-07-31T23:35:00.000Z","3.249","1756.407"
"2025-07-31T23:40:00.000Z","3.21","1756.405"
"2025-07-31T23:45:00.000Z","3.21","1756.405"
"2025-07-31T23:50:00.000Z","3.269","1756.408"
"2025-07-31T23:55:00.000Z","3.21","1756.405"
"2025-08-01T00:00:00.000Z","3.191","1756.404"
"2025-08-01T00:05:00.000Z","3.249","1756.407"
"2025-08-01T00:10:00.000Z","3.21","1756.405"
"2025-08-01T00:15:00.000Z","3.21","1756.405"
"2025-08-01T00:20:00.000Z","3.23","1756.406"
"2025-08-01T00:25:00.000Z","3.23","1756.406"
"2025-08-01T00:30:00.000Z","3.23","1756.406"
"2025-08-01T00:35:00.000Z","3.191","1756.404"
"2025-08-01T00:40:00.000Z","3.21","1756.405"
"2025-08-01T00:45:00.000Z","3.21","1756.405"
"2025-08-01T00:50:00.000Z","3.21","1756.405"
"2025-08-01T00:55:00.000Z","3.191","1756.404"
"2025-08-01T01:00:00.000Z","3.132","1756.401"
"2025-08-01T01:05:00.000Z","3.21","1756.405"
"2025-08-01T01:10:00.000Z","3.152","1756.402"
"2025-08-01T01:15:00.000Z","3.152","1756.402"
"2025-08-01T01:20:00.000Z","3.21","1756.405"
"2025-08-01T01:25:00.000Z","3.21","1756.405"
"2025-08-01T01:30:00.000Z","3.21","1756.405"
"2025-08-01T01:35:00.000Z","3.23","1756.406"
"2025-08-01T01:40:00.000Z","3.249","1756.407"
"2025-08-01T01:45:00.000Z","3.23","1756.406"
"2025-08-01T01:50:00.000Z","3.269","1756.408"
"2025-08-01T01:55:00.000Z","3.288","1756.409"
"2025-08-01T02:00:00.000Z","3.288","1756.409"
"2025-08-01T02:05:00.000Z","3.308","1756.41"
"2025-08-01T02:10:00.000Z","3.328","1756.411"
"2025-08-01T02:15:00.000Z","3.328","1756.411"
"2025-08-01T02:20:00.000Z","3.288","1756.409"
"2025-08-01T02:25:00.000Z","3.308","1756.41"
"2025-08-01T02:30:00.000Z","3.288","1756.409"
"2025-08-01T02:35:00.000Z","3.348","1756.412"
"2025-08-01T02:40:00.000Z","3.328","1756.411"
"2025-08-01T02:45:00.000Z","3.348","1756.412"
"2025-08-01T02:50:00.000Z","3.367","1756.413"
"2025-08-01T02:55:00.000Z","3.288","1756.409"
"2025-08-01T03:00:00.000Z","3.407","1756.415"
"2025-08-01T03:05:00.000Z","3.348","1756.412"
"2025-08-01T03:10:00.000Z","3.328","1756.411"
"2025-08-01T03:15:00.000Z","3.367","1756.413"
"2025-08-01T03:20:00.000Z","3.367","1756.413"
"2025-08-01T03:25:00.000Z","3.367","1756.413"
"2025-08-01T03:30:00.000Z","3.348","1756.412"
"2025-08-01T03:35:00.000Z","3.387","1756.414"
"2025-08-01T03:40:00.000Z","3.367","1756.413"
"2025-08-01T03:45:00.000Z","3.348","1756.412"
"2025-08-01T03:50:00.000Z","3.328","1756.411"
"2025-08-01T03:55:00.000Z","3.328","1756.411"
"2025-08-01T04:00:00.000Z","3.328","1756.411"
"2025-08-01T04:05:00.000Z","3.367","1756.413"
"2025-08-01T04:10:00.000Z","3.328","1756.411"
"2025-08-01T04:15:00.000Z","3.328","1756.411"
"2025-08-01T04:20:00.000Z","3.328","1756.411"
"2025-08-01T04:25:00.000Z","3.348","1756.412"
"2025-08-01T04:30:00.000Z","3.328","1756.411"
"2025-08-01T04:35:00.000Z","3.308","1756.41"
"2025-08-01T04:40:00.000Z","3.249","1756.407"
"2025-08-01T04:45:00.000Z","3.288","1756.409"
"2025-08-01T04:50:00.000Z","3.328","1756.411"
"2025-08-01T04:55:00.000Z","3.269","1756.408"
"2025-08-01T05:00:00.000Z","3.249","1756.407"
"2025-08-01T05:05:00.000Z","3.269","1756.408"
"2025-08-01T05:10:00.000Z","3.23","1756.406"
"2025-08-01T05:15:00.000Z","3.23","1756.406"
"2025-08-01T05:20:00.000Z","3.191","1756.404"
"2025-08-01T05:25:00.000Z","3.191","1756.404"
"2025-08-01T05:30:00.000Z","3.21","1756.405"
"2025-08-01T05:35:00.000Z","3.171","1756.403"
"2025-08-01T05:40:00.000Z","3.171","1756.403"
"2025-08-01T05:45:00.000Z","3.23","1756.406"
"2025-08-01T05:50:00.000Z","3.132","1756.401"
"2025-08-01T05:55:00.000Z","3.171","1756.403"
"2025-08-01T06:00:00.000Z","3.171","1756.403"
"2025-08-01T06:05:00.000Z","3.132","1756.401"
"2025-08-01T06:10:00.000Z","3.094","1756.399"
"2025-08-01T06:15:00.000Z","3.075","1756.398"
"2025-08-01T06:20:00.000Z","3.113","1756.4"
"2025-08-01T06:25:00.000Z","3.113","1756.4"
"2025-08-01T06:30:00.000Z","3.037","1756.396"
"2025-08-01T06:35:00.000Z","3.094","1756.399"
"2025-08-01T06:40:00.000Z","3.037","1756.396"
"2025-08-01T06:45:00.000Z","3.017","1756.395"
"2025-08-01T06:50:00.000Z","2.998","1756.394"
"2025-08-01T06:55:00.000Z","2.998","1756.394"
"2025-08-01T07:00:00.000Z","2.998","1756.394"
"2025-08-01T07:05:00.000Z","3.017","1756.395"
"2025-08-01T07:10:00.000Z","2.998","1756.394"
"2025-08-01T07:15:00.000Z","2.979","1756.393"
"2025-08-01T07:20:00.000Z","2.941","1756.391"
"2025-08-01T07:25:00.000Z","2.922","1756.39"
"2025-08-01T07:30:00.000Z","2.885","1756.388"
"2025-08-01T07:35:00.000Z","2.866","1756.387"
"2025-08-01T07:40:00.000Z","2.866","1756.387"
"2025-08-01T07:45:00.000Z","2.866","1756.387"
"2025-08-01T07:50:00.000Z","2.885","1756.388"
"2025-08-01T07:55:00.000Z","2.866","1756.387"
"2025-08-01T08:00:00.000Z","2.847","1756.386"
"2025-08-01T08:05:00.000Z","2.81","1756.384"
"2025-08-01T08:10:00.000Z","2.847","1756.386"
"2025-08-01T08:15:00.000Z","2.791","1756.383"
"2025-08-01T08:20:00.000Z","2.81","1756.384"
"2025-08-01T08:25:00.000Z","2.828","1756.385"
"2025-08-01T08:30:00.000Z","2.772","1756.382"
"2025-08-01T08:35:00.000Z","2.772","1756.382"
"2025-08-01T08:40:00.000Z","2.81","1756.384"
"2025-08-01T08:45:00.000Z","2.791","1756.383"
"2025-08-01T08:50:00.000Z","2.772","1756.382"
"2025-08-01T08:55:00.000Z","2.772","1756.382"
"2025-08-01T09:00:00.000Z","2.754","1756.381"
"2025-08-01T09:05:00.000Z","2.772","1756.382"
"2025-08-01T09:10:00.000Z","2.717","1756.379"
"2025-08-01T09:15:00.000Z","2.735","1756.38"
"2025-08-01T09:20:00.000Z","2.717","1756.379"
"2025-08-01T09:25:00.000Z","2.735","1756.38"
"2025-08-01T09:30:00.000Z","2.735","1756.38"
"2025-08-01T09:35:00.000Z","2.735","1756.38"
"2025-08-01T09:40:00.000Z","2.754","1756.381"
"2025-08-01T09:45:00.000Z","2.772","1756.382"
"2025-08-01T09:50:00.000Z","2.791","1756.383"
"2025-08-01T09:55:00.000Z","2.772","1756.382"
"2025-08-01T10:00:00.000Z","2.828","1756.385"
"2025-08-01T10:05:00.000Z","2.828","1756.385"
"2025-08-01T10:10:00.000Z","2.847","1756.386"
"2025-08-01T10:15:00.000Z","2.828","1756.385"
"2025-08-01T10:20:00.000Z","2.885","1756.388"
"2025-08-01T10:25:00.000Z","2.885","1756.388"
"2025-08-01T10:30:00.000Z","2.941","1756.391"
"2025-08-01T10:35:00.000Z","2.96","1756.392"
"2025-08-01T10:40:00.000Z","3.017","1756.395"
"2025-08-01T10:45:00.000Z","3.017","1756.395"
"2025-08-01T10:50:00.000Z","3.056","1756.397"
"2025-08-01T10:55:00.000Z","3.113","1756.4"
"2025-08-01T11:00:00.000Z","3.094","1756.399"
"2025-08-01T11:05:00.000Z","3.132","1756.401"
"2025-08-01T11:10:00.000Z","3.152","1756.402"
"2025-08-01T11:15:00.000Z","3.152","1756.402"
"2025-08-01T11:20:00.000Z","3.152","1756.402"
"2025-08-01T11:25:00.000Z","3.23","1756.406"
"2025-08-01T11:30:00.000Z","3.21","1756.405"
"2025-08-01T11:35:00.000Z","3.23","1756.406"
"2025-08-01T11:40:00.000Z","3.269","1756.408"
"2025-08-01T11:45:00.000Z","3.348","1756.412"
"2025-08-01T11:50:00.000Z","3.308","1756.41"
"2025-08-01T11:55:00.000Z","3.288","1756.409"
"2025-08-01T12:00:00.000Z","3.328","1756.411"
"2025-08-01T12:05:00.000Z","3.348","1756.412"
"2025-08-01T12:10:00.000Z","3.348","1756.412"
"2025-08-01T12:15:00.000Z","3.367","1756.413"
"2025-08-01T12:20:00.000Z","3.328","1756.411"
"2025-08-01T12:25:00.000Z","3.308","1756.41"
"2025-08-01T12:30:00.000Z","3.348","1756.412"
"2025-08-01T12:35:00.000Z","3.288","1756.409"
"2025-08-01T12:40:00.000Z","3.328","1756.411"
"2025-08-01T12:45:00.000Z","3.288","1756.409"
"2025-08-01T12:50:00.000Z","3.23","1756.406"
"2025-08-01T12:55:00.000Z","3.249","1756.407"
"2025-08-01T13:00:00.000Z","3.249","1756.407"
"2025-08-01T13:05:00.000Z","3.21","1756.405"
"2025-08-01T13:10:00.000Z","3.191","1756.404"
"2025-08-01T13:15:00.000Z","3.269","1756.408"
"2025-08-01T13:20:00.000Z","3.191","1756.404"
"2025-08-01T13:25:00.000Z","3.21","1756.405"
"2025-08-01T13:30:00.000Z","3.21","1756.405"
"2025-08-01T13:35:00.000Z","3.191","1756.404"
"2025-08-01T13:40:00.000Z","3.21","1756.405"
"2025-08-01T13:45:00.000Z","3.191","1756.404"
"2025-08-01T13:50:00.000Z","3.249","1756.407"
"2025-08-01T13:55:00.000Z","3.191","1756.404"
"2025-08-01T14:00:00.000Z","3.249","1756.407"
"2025-08-01T14:05:00.000Z","3.23","1756.406"
"2025-08-01T14:10:00.000Z","3.249","1756.407"
"2025-08-01T14:15:00.000Z","3.21","1756.405"
"2025-08-01T14:20:00.000Z","3.191","1756.404"
"2025-08-01T14:25:00.000Z","3.191","1756.404"
"2025-08-01T14:30:00.000Z","3.191","1756.404"
"2025-08-01T14:35:00.000Z","3.249","1756.407"
"2025-08-01T14:40:00.000Z","3.23","1756.406"
"2025-08-01T14:45:00.000Z","3.249","1756.407"
"2025-08-01T14:50:00.000Z","3.21","1756.405"
"2025-08-01T14:55:00.000Z","3.249","1756.407"
"2025-08-01T15:00:00.000Z","3.308","1756.41"
"2025-08-01T15:05:00.000Z","3.328","1756.411"
"2025-08-01T15:10:00.000Z","3.328","1756.411"
"2025-08-01T15:15:00.000Z","3.348","1756.412"
"2025-08-01T15:20:00.000Z","3.367","1756.413"
"2025-08-01T15:25:00.000Z","3.328","1756.411"
"2025-08-01T15:30:00.000Z","3.387","1756.414"
"2025-08-01T15:35:00.000Z","3.387","1756.414"
"2025-08-01T15:40:00.000Z","3.407","1756.415"
"2025-08-01T15:45:00.000Z","3.447","1756.417"
"2025-08-01T15:50:00.000Z","3.486","1756.419"
"2025-08-01T15:55:00.000Z","3.486","1756.419"
"2025-08-01T16:00:00.000Z","3.506","1756.42"
"2025-08-01T16:05:00.000Z","3.506","1756.42"
"2025-08-01T16:10:00.000Z","3.546","1756.422"
"2025-08-01T16:15:00.000Z","3.526","1756.421"
"2025-08-01T16:20:00.000Z","3.546","1756.422"
"2025-08-01T16:25:00.000Z","3.506","1756.42"
"2025-08-01T16:30:00.000Z","3.546","1756.422"
"2025-08-01T16:35:00.000Z","3.586","1756.424"
"2025-08-01T16:40:00.000Z","3.546","1756.422"
"2025-08-01T16:45:00.000Z","3.586","1756.424"
"2025-08-01T16:50:00.000Z","3.607","1756.425"
"2025-08-01T16:55:00.000Z","3.586","1756.424"
"2025-08-01T17:00:00.000Z","3.607","1756.425"
"2025-08-01T17:05:00.000Z","3.586","1756.424"
"2025-08-01T17:10:00.000Z","3.607","1756.425"
"2025-08-01T17:15:00.000Z","3.506","1756.42"
"2025-08-01T17:20:00.000Z","3.586","1756.424"
"2025-08-01T17:25:00.000Z","3.627","1756.426"
"2025-08-01T17:30:00.000Z","3.627","1756.426"
"2025-08-01T17:35:00.000Z","3.607","1756.425"
"2025-08-01T17:40:00.000Z","3.607","1756.425"
"2025-08-01T17:45:00.000Z","3.607","1756.425"
"2025-08-01T17:50:00.000Z","3.607","1756.425"
"2025-08-01T17:55:00.000Z","3.707","1756.43"
"2025-08-01T18:00:00.000Z","3.687","1756.429"
"2025-08-01T18:05:00.000Z","3.627","1756.426"
"2025-08-01T18:10:00.000Z","3.627","1756.426"
"2025-08-01T18:15:00.000Z","3.707","1756.43"
"2025-08-01T18:20:00.000Z","3.627","1756.426"
"2025-08-01T18:25:00.000Z","3.647","1756.427"
"2025-08-01T18:30:00.000Z","3.687","1756.429"
"2025-08-01T18:35:00.000Z","3.687","1756.429"
"2025-08-01T18:40:00.000Z","3.687","1756.429"
"2025-08-01T18:45:00.000Z","3.727","1756.431"
"2025-08-01T18:50:00.000Z","3.687","1756.429"
"2025-08-01T18:55:00.000Z","3.748","1756.432"
"2025-08-01T19:00:00.000Z","3.748","1756.432"
"2025-08-01T19:05:00.000Z","3.768","1756.433"
"2025-08-01T19:10:00.000Z","3.768","1756.433"
"2025-08-01T19:15:00.000Z","3.727","1756.431"
"2025-08-01T19:20:00.000Z","3.808","1756.435"
"2025-08-01T19:25:00.000Z","3.808","1756.435"
"2025-08-01T19:30:00.000Z","3.788","1756.434"
"2025-08-01T19:35:00.000Z","3.788","1756.434"
"2025-08-01T19:40:00.000Z","3.808","1756.435"
"2025-08-01T19:45:00.000Z","3.788","1756.434"
"2025-08-01T19:50:00.000Z","3.768","1756.433"
"2025-08-01T19:55:00.000Z","3.768","1756.433"
"2025-08-01T20:00:00.000Z","3.768","1756.433"
"2025-08-01T20:05:00.000Z","3.829","1756.436"
"2025-08-01T20:10:00.000Z","3.829","1756.436"
"2025-08-01T20:15:00.000Z","3.931","1756.441"
"2025-08-01T20:20:00.000Z","3.931","1756.441"
"2025-08-01T20:25:00.000Z","3.849","1756.437"
"2025-08-01T20:30:00.000Z","3.869","1756.438"
"2025-08-01T20:35:00.000Z","3.849","1756.437"
"2025-08-01T20:40:00.000Z","3.829","1756.436"
"2025-08-01T20:45:00.000Z","3.829","1756.436"
"2025-08-01T20:50:00.000Z","3.808","1756.435"
"2025-08-01T20:55:00.000Z","3.829","1756.436"
"2025-08-01T21:00:00.000Z","3.869","1756.438"
"2025-08-01T21:05:00.000Z","3.89","1756.439"
"2025-08-01T21:10:00.000Z","3.849","1756.437"
"2025-08-01T21:15:00.000Z","3.829","1756.436"
"2025-08-01T21:20:00.000Z","3.829","1756.436"
"2025-08-01T21:25:00.000Z","3.849","1756.437"
"2025-08-01T21:30:00.000Z","3.89","1756.439"
"2025-08-01T21:35:00.000Z","3.829","1756.436"
"2025-08-01T21:40:00.000Z","3.829","1756.436"
"2025-08-01T21:45:00.000Z","3.829","1756.436"
"2025-08-01T21:50:00.000Z","3.808","1756.435"
"2025-08-01T21:55:00.000Z","3.849","1756.437"
"2025-08-01T22:00:00.000Z","3.829","1756.436"
"2025-08-01T22:05:00.000Z","3.768","1756.433"
"2025-08-01T22:10:00.000Z","3.808","1756.435"
"2025-08-01T22:15:00.000Z","3.788","1756.434"
"2025-08-01T22:20:00.000Z","3.768","1756.433"
"2025-08-01T22:25:00.000Z","3.808","1756.435"
"2025-08-01T22:30:00.000Z","3.788","1756.434"
"2025-08-01T22:35:00.000Z","3.788","1756.434"
"2025-08-01T22:40:00.000Z","3.788","1756.434"
"2025-08-01T22:45:00.000Z","3.768","1756.433"
"2025-08-01T22:50:00.000Z","3.748","1756.432"
"2025-08-01T22:55:00.000Z","3.647","1756.427"
"2025-08-01T23:00:00.000Z","3.707","1756.43"
"2025-08-01T23:05:00.000Z","3.727","1756.431"
"2025-08-01T23:10:00.000Z","3.748","1756.432"
"2025-08-01T23:15:00.000Z","3.687","1756.429"
"2025-08-01T23:20:00.000Z","3.667","1756.428"
"2025-08-01T23:25:00.000Z","3.727","1756.431"
"2025-08-01T23:30:00.000Z","3.647","1756.427"
"2025-08-01T23:35:00.000Z","3.647","1756.427"
"2025-08-01T23:40:00.000Z","3.647","1756.427"
"2025-08-01T23:45:00.000Z","3.667","1756.428"
"2025-08-01T23:50:00.000Z","3.607","1756.425"
"2025-08-01T23:55:00.000Z","3.647","1756.427"
"2025-08-02T00:00:00.000Z","3.647","1756.427"
"2025-08-02T00:05:00.000Z","3.647","1756.427"
"2025-08-02T00:10:00.000Z","3.566","1756.423"
"2025-08-02T00:15:00.000Z","3.627","1756.426"
"2025-08-02T00:20:00.000Z","3.607","1756.425"
"2025-08-02T00:25:00.000Z","3.566","1756.423"
"2025-08-02T00:30:00.000Z","3.586","1756.424"
"2025-08-02T00:35:00.000Z","3.566","1756.423"
"2025-08-02T00:40:00.000Z","3.647","1756.427"
"2025-08-02T00:45:00.000Z","3.607","1756.425"
"2025-08-02T00:50:00.000Z","3.546","1756.422"
"2025-08-02T00:55:00.000Z","3.566","1756.423"
"2025-08-02T01:00:00.000Z","3.586","1756.424"
"2025-08-02T01:05:00.000Z","3.566","1756.423"
"2025-08-02T01:10:00.000Z","3.586","1756.424"
"2025-08-02T01:15:00.000Z","3.586","1756.424"
"2025-08-02T01:20:00.000Z","3.586","1756.424"
"2025-08-02T01:25:00.000Z","3.566","1756.423"
"2025-08-02T01:30:00.000Z","3.546","1756.422"
"2025-08-02T01:35:00.000Z","3.586","1756.424"
"2025-08-02T01:40:00.000Z","3.566","1756.423"
"2025-08-02T01:45:00.000Z","3.526","1756.421"
"2025-08-02T01:50:00.000Z","3.526","1756.421"
"2025-08-02T01:55:00.000Z","3.566","1756.423"
"2025-08-02T02:00:00.000Z","3.546","1756.422"
"2025-08-02T02:05:00.000Z","3.526","1756.421"
"2025-08-02T02:10:00.000Z","3.546","1756.422"
"2025-08-02T02:15:00.000Z","3.506","1756.42"
"2025-08-02T02:20:00.000Z","3.486","1756.419"
"2025-08-02T02:25:00.000Z","3.526","1756.421"
"2025-08-02T02:30:00.000Z","3.486","1756.419"
"2025-08-02T02:35:00.000Z","3.466","1756.418"
"2025-08-02T02:40:00.000Z","3.486","1756.419"
"2025-08-02T02:45:00.000Z","3.486","1756.419"
"2025-08-02T02:50:00.000Z","3.447","1756.417"
"2025-08-02T02:55:00.000Z","3.526","1756.421"
"2025-08-02T03:00:00.000Z","3.447","1756.417"
"2025-08-02T03:05:00.000Z","3.447","1756.417"
"2025-08-02T03:10:00.000Z","3.466","1756.418"
"2025-08-02T03:15:00.000Z","3.427","1756.416"
"2025-08-02T03:20:00.000Z","3.447","1756.417"
"2025-08-02T03:25:00.000Z","3.466","1756.418"
"2025-08-02T03:30:00.000Z","3.447","1756.417"
"2025-08-02T03:35:00.000Z","3.427","1756.416"
"2025-08-02T03:40:00.000Z","3.387","1756.414"
"2025-08-02T03:45:00.000Z","3.407","1756.415"
"2025-08-02T03:50:00.000Z","3.427","1756.416"
"2025-08-02T03:55:00.000Z","3.427","1756.416"
"2025-08-02T04:00:00.000Z","3.387","1756.414"
"2025-08-02T04:05:00.000Z","3.367","1756.413"
"2025-08-02T04:10:00.000Z","3.427","1756.416"
"2025-08-02T04:15:00.000Z","3.407","1756.415"
"2025-08-02T04:20:00.000Z","3.427","1756.416"
"2025-08-02T04:25:00.000Z","3.447","1756.417"
"2025-08-02T04:30:00.000Z","3.466","1756.418"
"2025-08-02T04:35:00.000Z","3.486","1756.419"
"2025-08-02T04:40:00.000Z","3.466","1756.418"
"2025-08-02T04:45:00.000Z","3.526","1756.421"
"2025-08-02T04:50:00.000Z","3.466","1756.418"
"2025-08-02T04:55:00.000Z","3.486","1756.419"
"2025-08-02T05:00:00.000Z","3.486","1756.419"
"2025-08-02T05:05:00.000Z","3.526","1756.421"
"2025-08-02T05:10:00.000Z","3.526","1756.421"
"2025-08-02T05:15:00.000Z","3.526","1756.421"
"2025-08-02T05:20:00.000Z","3.506","1756.42"
"2025-08-02T05:25:00.000Z","3.546","1756.422"
"2025-08-02T05:30:00.000Z","3.526","1756.421"
"2025-08-02T05:35:00.000Z","3.546","1756.422"
"2025-08-02T05:40:00.000Z","3.546","1756.422"
"2025-08-02T05:45:00.000Z","3.607","1756.425"
"2025-08-02T05:50:00.000Z","3.566","1756.423"
"2025-08-02T05:55:00.000Z","3.566","1756.423"
"2025-08-02T06:00:00.000Z","3.566","1756.423"
"2025-08-02T06:05:00.000Z","3.546","1756.422"
"2025-08-02T06:10:00.000Z","3.566","1756.423"
"2025-08-02T06:15:00.000Z","3.546","1756.422"
"2025-08-02T06:20:00.000Z","3.627","1756.426"
"2025-08-02T06:25:00.000Z","3.586","1756.424"
"2025-08-02T06:30:00.000Z","3.647","1756.427"
"2025-08-02T06:35:00.000Z","3.607","1756.425"
"2025-08-02T06:40:00.000Z","3.647","1756.427"
"2025-08-02T06:45:00.000Z","3.647","1756.427"
"2025-08-02T06:50:00.000Z","3.627","1756.426"
"2025-08-02T06:55:00.000Z","3.667","1756.428"
"2025-08-02T07:00:00.000Z","3.667","1756.428"
"2025-08-02T07:05:00.000Z","3.627","1756.426"
"2025-08-02T07:10:00.000Z","3.627","1756.426"
"2025-08-02T07:15:00.000Z","3.607","1756.425"
"2025-08-02T07:20:00.000Z","3.607","1756.425"
"2025-08-02T07:25:00.000Z","3.586","1756.424"
"2025-08-02T07:30:00.000Z","3.586","1756.424"
"2025-08-02T07:35:00.000Z","3.647","1756.427"
"2025-08-02T07:40:00.000Z","3.586","1756.424"
"2025-08-02T07:45:00.000Z","3.607","1756.425"
"2025-08-02T07:50:00.000Z","3.607","1756.425"
"2025-08-02T07:55:00.000Z","3.687","1756.429"
"2025-08-02T08:00:00.000Z","3.647","1756.427"
"2025-08-02T08:05:00.000Z","3.667","1756.428"
"2025-08-02T08:10:00.000Z","3.647","1756.427"
"2025-08-02T08:15:00.000Z","3.627","1756.426"
"2025-08-02T08:20:00.000Z","3.667","1756.428"
"2025-08-02T08:25:00.000Z","3.627","1756.426"
"2025-08-02T08:30:00.000Z","3.607","1756.425"
"2025-08-02T08:35:00.000Z","3.627","1756.426"
"2025-08-02T08:40:00.000Z","3.607","1756.425"
"2025-08-02T08:45:00.000Z","3.546","1756.422"
"2025-08-02T08:50:00.000Z","3.627","1756.426"
"2025-08-02T08:55:00.000Z","3.607","1756.425"
"2025-08-02T09:00:00.000Z","3.627","1756.426"
"2025-08-02T09:05:00.000Z","3.586","1756.424"
"2025-08-02T09:10:00.000Z","3.607","1756.425"
"2025-08-02T09:15:00.000Z","3.586","1756.424"
"2025-08-02T09:20:00.000Z","3.647","1756.427"
"2025-08-02T09:25:00.000Z","3.607","1756.425"
"2025-08-02T09:30:00.000Z","3.627","1756.426"
"2025-08-02T09:35:00.000Z","3.647","1756.427"
"2025-08-02T09:40:00.000Z","3.667","1756.428"
"2025-08-02T09:45:00.000Z","3.607","1756.425"
"2025-08-02T09:50:00.000Z","3.607","1756.425"
"2025-08-02T09:55:00.000Z","3.607","1756.425"
"2025-08-02T10:00:00.000Z","3.586","1756.424"
"2025-08-02T10:05:00.000Z","3.607","1756.425"
"2025-08-02T10:10:00.000Z","3.607","1756.425"
"2025-08-02T10:15:00.000Z","3.627","1756.426"
"2025-08-02T10:20:00.000Z","3.667","1756.428"
"2025-08-02T10:25:00.000Z","3.607","1756.425"
"2025-08-02T10:30:00.000Z","3.627","1756.426"
"2025-08-02T10:35:00.000Z","3.586","1756.424"
"2025-08-02T10:40:00.000Z","3.546","1756.422"
"2025-08-02T10:45:00.000Z","3.627","1756.426"
"2025-08-02T10:50:00.000Z","3.627","1756.426"
"2025-08-02T10:55:00.000Z","3.586","1756.424"
"2025-08-02T11:00:00.000Z","3.607","1756.425"
"2025-08-02T11:05:00.000Z","3.607","1756.425"
"2025-08-02T11:10:00.000Z","3.607","1756.425"
"2025-08-02T11:15:00.000Z","3.607","1756.425"
"2025-08-02T11:20:00.000Z","3.607","1756.425"
"2025-08-02T11:25:00.000Z","3.586","1756.424"
"2025-08-02T11:30:00.000Z","3.586","1756.424"
"2025-08-02T11:35:00.000Z","3.586","1756.424"
"2025-08-02T11:40:00.000Z","3.607","1756.425"
"2025-08-02T11:45:00.000Z","3.627","1756.426"
"2025-08-02T11:50:00.000Z","3.607","1756.425"
"2025-08-02T11:55:00.000Z","3.627","1756.426"
"2025-08-02T12:00:00.000Z","3.627","1756.426"
"2025-08-02T12:05:00.000Z","3.687","1756.429"
"2025-08-02T12:10:00.000Z","3.647","1756.427"
"2025-08-02T12:15:00.000Z","3.647","1756.427"
"2025-08-02T12:20:00.000Z","3.707","1756.43"
"2025-08-02T12:25:00.000Z","3.707","1756.43"
"2025-08-02T12:30:00.000Z","3.727","1756.431"
"2025-08-02T12:35:00.000Z","3.768","1756.433"
"2025-08-02T12:40:00.000Z","3.748","1756.432"
"2025-08-02T12:45:00.000Z","3.768","1756.433"
"2025-08-02T12:50:00.000Z","3.748","1756.432"
"2025-08-02T12:55:00.000Z","3.808","1756.435"
"2025-08-02T13:00:00.000Z","3.808","1756.435"
"2025-08-02T13:05:00.000Z","3.808","1756.435"
"2025-08-02T13:10:00.000Z","3.869","1756.438"
"2025-08-02T13:15:00.000Z","3.869","1756.438"
"2025-08-02T13:20:00.000Z","3.808","1756.435"
"2025-08-02T13:25:00.000Z","3.829","1756.436"
"2025-08-02T13:30:00.000Z","3.808","1756.435"
"2025-08-02T13:35:00.000Z","3.849","1756.437"
"2025-08-02T13:40:00.000Z","3.829","1756.436"
"2025-08-02T13:45:00.000Z","3.849","1756.437"
"2025-08-02T13:50:00.000Z","3.89","1756.439"
"2025-08-02T13:55:00.000Z","3.849","1756.437"
"2025-08-02T14:00:00.000Z","3.951","1756.442"
"2025-08-02T14:05:00.000Z","3.89","1756.439"
"2025-08-02T14:10:00.000Z","3.931","1756.441"
"2025-08-02T14:15:00.000Z","3.91","1756.44"
"2025-08-02T14:20:00.000Z","3.951","1756.442"
"2025-08-02T14:25:00.000Z","3.89","1756.439"
"2025-08-02T14:30:00.000Z","3.869","1756.438"
"2025-08-02T14:35:00.000Z","3.89","1756.439"
"2025-08-02T14:40:00.000Z","3.91","1756.44"
"2025-08-02T14:45:00.000Z","3.869","1756.438"
"2025-08-02T14:50:00.000Z","3.89","1756.439"
"2025-08-02T14:55:00.000Z","3.89","1756.439"
"2025-08-02T15:00:00.000Z","3.89","1756.439"
"2025-08-02T15:05:00.000Z","3.931","1756.441"
"2025-08-02T15:10:00.000Z","3.931","1756.441"
"2025-08-02T15:15:00.000Z","3.931","1756.441"
"2025-08-02T15:20:00.000Z","3.972","1756.443"
"2025-08-02T15:25:00.000Z","3.931","1756.441"
