"Datum & Zeit","Abfluss (m³/s)","Pegel (müM)"
"2025-08-14T23:55:00.000Z","7.478","1756.586"
"2025-08-15T00:00:00.000Z","7.421","1756.584"
"2025-08-15T00:05:00.000Z","7.306","1756.58"
"2025-08-15T00:10:00.000Z","7.278","1756.579"
"2025-08-15T00:15:00.000Z","7.306","1756.58"
"2025-08-15T00:20:00.000Z","7.278","1756.579"
"2025-08-15T00:25:00.000Z","7.193","1756.576"
"2025-08-15T00:30:00.000Z","7.109","1756.573"
"2025-08-15T00:35:00.000Z","7.109","1756.573"
"2025-08-15T00:40:00.000Z","7.024","1756.57"
"2025-08-15T00:45:00.000Z","7.024","1756.57"
"2025-08-15T00:50:00.000Z","7.024","1756.57"
"2025-08-15T00:55:00.000Z","6.969","1756.568"
"2025-08-15T01:00:00.000Z","6.914","1756.566"
"2025-08-15T01:05:00.000Z","6.803","1756.562"
"2025-08-15T01:10:00.000Z","6.858","1756.564"
"2025-08-15T01:15:00.000Z","6.748","1756.56"
"2025-08-15T01:20:00.000Z","6.748","1756.56"
"2025-08-15T01:25:00.000Z","6.721","1756.559"
"2025-08-15T01:30:00.000Z","6.721","1756.559"
"2025-08-15T01:35:00.000Z","6.776","1756.561"
"2025-08-15T01:40:00.000Z","6.694","1756.558"
"2025-08-15T01:45:00.000Z","6.694","1756.558"
"2025-08-15T01:50:00.000Z","6.613","1756.555"
"2025-08-15T01:55:00.000Z","6.667","1756.557"
"2025-08-15T02:00:00.000Z","6.613","1756.555"
"2025-08-15T02:05:00.000Z","6.587","1756.554"
"2025-08-15T02:10:00.000Z","6.506","1756.551"
"2025-08-15T02:15:00.000Z","6.587","1756.554"
"2025-08-15T02:20:00.000Z","6.453","1756.549"
"2025-08-15T02:25:00.000Z","6.426","1756.548"
"2025-08-15T02:30:00.000Z","6.348","1756.545"
"2025-08-15T02:35:00.000Z","6.348","1756.545"
"2025-08-15T02:40:00.000Z","6.321","1756.544"
"2025-08-15T02:45:00.000Z","6.269","1756.542"
"2025-08-15T02:50:00.000Z","6.216","1756.54"
"2025-08-15T02:55:00.000Z","6.216","1756.54"
"2025-08-15T03:00:00.000Z","6.242","1756.541"
"2025-08-15T03:05:00.000Z","6.19","1756.539"
"2025-08-15T03:10:00.000Z","6.139","1756.537"
"2025-08-15T03:15:00.000Z","6.036","1756.533"
"2025-08-15T03:20:00.000Z","6.01","1756.532"
"2025-08-15T03:25:00.000Z","5.985","1756.531"
"2025-08-15T03:30:00.000Z","5.959","1756.53"
"2025-08-15T03:35:00.000Z","5.884","1756.527"
"2025-08-15T03:40:00.000Z","5.859","1756.526"
"2025-08-15T03:45:00.000Z","5.808","1756.524"
"2025-08-15T03:50:00.000Z","5.834","1756.525"
"2025-08-15T03:55:00.000Z","5.758","1756.522"
"2025-08-15T04:00:00.000Z","5.733","1756.521"
"2025-08-15T04:05:00.000Z","5.659","1756.518"
"2025-08-15T04:10:00.000Z","5.634","1756.517"
"2025-08-15T04:15:00.000Z","5.585","1756.515"
"2025-08-15T04:20:00.000Z","5.487","1756.511"
"2025-08-15T04:25:00.000Z","5.487","1756.511"
"2025-08-15T04:30:00.000Z","5.462","1756.51"
"2025-08-15T04:35:00.000Z","5.39","1756.507"
"2025-08-15T04:40:00.000Z","5.343","1756.505"
"2025-08-15T04:45:00.000Z","5.319","1756.504"
"2025-08-15T04:50:00.000Z","5.223","1756.5"
"2025-08-15T04:55:00.000Z","5.247","1756.501"
"2025-08-15T05:00:00.000Z","5.2","1756.499"
"2025-08-15T05:05:00.000Z","5.153","1756.497"
"2025-08-15T05:10:00.000Z","5.083","1756.494"
"2025-08-15T05:15:00.000Z","5.013","1756.491"
"2025-08-15T05:20:00.000Z","5.013","1756.491"
"2025-08-15T05:25:00.000Z","4.99","1756.49"
"2025-08-15T05:30:00.000Z","4.945","1756.488"
"2025-08-15T05:35:00.000Z","4.945","1756.488"
"2025-08-15T05:40:00.000Z","4.854","1756.484"
"2025-08-15T05:45:00.000Z","4.808","1756.482"
"2025-08-15T05:50:00.000Z","4.763","1756.48"
"2025-08-15T05:55:00.000Z","4.763","1756.48"
"2025-08-15T06:00:00.000Z","4.696","1756.477"
"2025-08-15T06:05:00.000Z","4.63","1756.474"
"2025-08-15T06:10:00.000Z","4.585","1756.472"
"2025-08-15T06:15:00.000Z","4.541","1756.47"
"2025-08-15T06:20:00.000Z","4.52","1756.469"
"2025-08-15T06:25:00.000Z","4.476","1756.467"
"2025-08-15T06:30:00.000Z","4.455","1756.466"
"2025-08-15T06:35:00.000Z","4.433","1756.465"
"2025-08-15T06:40:00.000Z","4.347","1756.461"
"2025-08-15T06:45:00.000Z","4.347","1756.461"
"2025-08-15T06:50:00.000Z","4.305","1756.459"
"2025-08-15T06:55:00.000Z","4.263","1756.457"
"2025-08-15T07:00:00.000Z","4.242","1756.456"
"2025-08-15T07:05:00.000Z","4.221","1756.455"
"2025-08-15T07:10:00.000Z","4.179","1756.453"
"2025-08-15T07:15:00.000Z","4.116","1756.45"
"2025-08-15T07:20:00.000Z","4.137","1756.451"
"2025-08-15T07:25:00.000Z","4.116","1756.45"
"2025-08-15T07:30:00.000Z","4.075","1756.448"
"2025-08-15T07:35:00.000Z","4.034","1756.446"
"2025-08-15T07:40:00.000Z","4.054","1756.447"
"2025-08-15T07:45:00.000Z","3.972","1756.443"
"2025-08-15T07:50:00.000Z","4.075","1756.448"
"2025-08-15T07:55:00.000Z","4.013","1756.445"
"2025-08-15T08:00:00.000Z","3.972","1756.443"
"2025-08-15T08:05:00.000Z","3.992","1756.444"
"2025-08-15T08:10:00.000Z","3.992","1756.444"
"2025-08-15T08:15:00.000Z","4.034","1756.446"
"2025-08-15T08:20:00.000Z","3.992","1756.444"
"2025-08-15T08:25:00.000Z","3.972","1756.443"
"2025-08-15T08:30:00.000Z","3.972","1756.443"
"2025-08-15T08:35:00.000Z","3.972","1756.443"
"2025-08-15T08:40:00.000Z","4.034","1756.446"
"2025-08-15T08:45:00.000Z","4.054","1756.447"
"2025-08-15T08:50:00.000Z","4.054","1756.447"
"2025-08-15T08:55:00.000Z","4.054","1756.447"
"2025-08-15T09:00:00.000Z","4.034","1756.446"
"2025-08-15T09:05:00.000Z","4.075","1756.448"
"2025-08-15T09:10:00.000Z","4.095","1756.449"
"2025-08-15T09:15:00.000Z","4.179","1756.453"
"2025-08-15T09:20:00.000Z","4.2","1756.454"
"2025-08-15T09:25:00.000Z","4.347","1756.461"
"2025-08-15T09:30:00.000Z","4.369","1756.462"
"2025-08-15T09:35:00.000Z","4.455","1756.466"
"2025-08-15T09:40:00.000Z","4.52","1756.469"
"2025-08-15T09:45:00.000Z","4.63","1756.474"
"2025-08-15T09:50:00.000Z","4.719","1756.478"
"2025-08-15T09:55:00.000Z","4.854","1756.484"
"2025-08-15T10:00:00.000Z","4.945","1756.488"
"2025-08-15T10:05:00.000Z","5.06","1756.493"
"2025-08-15T10:10:00.000Z","5.176","1756.498"
"2025-08-15T10:15:00.000Z","5.366","1756.506"
"2025-08-15T10:20:00.000Z","5.536","1756.513"
"2025-08-15T10:25:00.000Z","5.634","1756.517"
"2025-08-15T10:30:00.000Z","5.758","1756.522"
"2025-08-15T10:35:00.000Z","5.859","1756.526"
"2025-08-15T10:40:00.000Z","5.985","1756.531"
"2025-08-15T10:45:00.000Z","6.165","1756.538"
"2025-08-15T10:50:00.000Z","6.269","1756.542"
"2025-08-15T10:55:00.000Z","6.453","1756.549"
"2025-08-15T11:00:00.000Z","6.506","1756.551"
"2025-08-15T11:05:00.000Z","6.613","1756.555"
"2025-08-15T11:10:00.000Z","6.694","1756.558"
"2025-08-15T11:15:00.000Z","6.776","1756.561"
"2025-08-15T11:20:00.000Z","6.776","1756.561"
"2025-08-15T11:25:00.000Z","6.886","1756.565"
"2025-08-15T11:30:00.000Z","7.024","1756.57"
"2025-08-15T11:35:00.000Z","7.137","1756.574"
"2025-08-15T11:40:00.000Z","7.278","1756.579"
"2025-08-15T11:45:00.000Z","7.478","1756.586"
"2025-08-15T11:50:00.000Z","7.622","1756.591"
"2025-08-15T11:55:00.000Z","7.8","1756.597"
"2025-08-15T12:00:00.000Z","7.948","1756.602"
"2025-08-15T12:05:00.000Z","8.068","1756.606"
"2025-08-15T12:10:00.000Z","8.249","1756.612"
"2025-08-15T12:15:00.000Z","8.31","1756.614"
"2025-08-15T12:20:00.000Z","8.341","1756.615"
"2025-08-15T12:25:00.000Z","8.31","1756.614"
"2025-08-15T12:30:00.000Z","8.372","1756.616"
"2025-08-15T12:35:00.000Z","8.402","1756.617"
"2025-08-15T12:40:00.000Z","8.557","1756.622"
"2025-08-15T12:45:00.000Z","8.65","1756.625"
"2025-08-15T12:50:00.000Z","8.682","1756.626"
"2025-08-15T12:55:00.000Z","8.619","1756.624"
"2025-08-15T13:00:00.000Z","8.128","1756.608"
"2025-08-15T13:05:00.000Z","8.839","1756.631"
"2025-08-15T13:10:00.000Z","8.903","1756.633"
"2025-08-15T13:15:00.000Z","8.966","1756.635"
"2025-08-15T13:20:00.000Z","9.062","1756.638"
"2025-08-15T13:25:00.000Z","9.126","1756.64"
"2025-08-15T13:30:00.000Z","9.126","1756.64"
"2025-08-15T13:35:00.000Z","9.224","1756.643"
"2025-08-15T13:40:00.000Z","9.354","1756.647"
"2025-08-15T13:45:00.000Z","9.322","1756.646"
"2025-08-15T13:50:00.000Z","9.419","1756.649"
"2025-08-15T13:55:00.000Z","9.552","1756.653"
"2025-08-15T14:00:00.000Z","9.751","1756.659"
"2025-08-15T14:05:00.000Z","9.818","1756.661"
"2025-08-15T14:10:00.000Z","9.718","1756.658"
"2025-08-15T14:15:00.000Z","9.751","1756.659"
"2025-08-15T14:20:00.000Z","9.818","1756.661"
"2025-08-15T14:25:00.000Z","9.987","1756.666"
"2025-08-15T14:30:00.000Z","10.432","1756.679"
"2025-08-15T14:35:00.000Z","10.713","1756.687"
"2025-08-15T14:40:00.000Z","10.783","1756.689"
"2025-08-15T14:45:00.000Z","10.748","1756.688"
"2025-08-15T14:50:00.000Z","10.997","1756.695"
"2025-08-15T14:55:00.000Z","10.961","1756.694"
"2025-08-15T15:00:00.000Z","10.997","1756.695"
"2025-08-15T15:05:00.000Z","11.14","1756.699"
"2025-08-15T15:10:00.000Z","11.322","1756.704"
"2025-08-15T15:15:00.000Z","11.358","1756.705"
"2025-08-15T15:20:00.000Z","11.577","1756.711"
"2025-08-15T15:25:00.000Z","11.577","1756.711"
"2025-08-15T15:30:00.000Z","11.651","1756.713"
"2025-08-15T15:35:00.000Z","11.949","1756.721"
"2025-08-15T15:40:00.000Z","12.024","1756.723"
"2025-08-15T15:45:00.000Z","12.175","1756.727"
"2025-08-15T15:50:00.000Z","12.288","1756.73"
"2025-08-15T15:55:00.000Z","12.442","1756.734"
"2025-08-15T16:00:00.000Z","12.518","1756.736"
"2025-08-15T16:05:00.000Z","12.711","1756.741"
"2025-08-15T16:10:00.000Z","12.828","1756.744"
"2025-08-15T16:15:00.000Z","12.867","1756.745"
"2025-08-15T16:20:00.000Z","12.828","1756.744"
"2025-08-15T16:25:00.000Z","12.828","1756.744"
"2025-08-15T16:30:00.000Z","12.828","1756.744"
"2025-08-15T16:35:00.000Z","12.828","1756.744"
"2025-08-15T16:40:00.000Z","12.906","1756.746"
"2025-08-15T16:45:00.000Z","13.023","1756.749"
"2025-08-15T16:50:00.000Z","12.984","1756.748"
"2025-08-15T16:55:00.000Z","12.984","1756.748"
"2025-08-15T17:00:00.000Z","13.023","1756.749"
"2025-08-15T17:05:00.000Z","12.945","1756.747"
"2025-08-15T17:10:00.000Z","12.828","1756.744"
"2025-08-15T17:15:00.000Z","12.828","1756.744"
"2025-08-15T17:20:00.000Z","12.75","1756.742"
"2025-08-15T17:25:00.000Z","12.672","1756.74"
"2025-08-15T17:30:00.000Z","12.518","1756.736"
"2025-08-15T17:35:00.000Z","12.403","1756.733"
"2025-08-15T17:40:00.000Z","12.326","1756.731"
"2025-08-15T17:45:00.000Z","12.365","1756.732"
"2025-08-15T17:50:00.000Z","12.365","1756.732"
"2025-08-15T17:55:00.000Z","12.288","1756.73"
"2025-08-15T18:00:00.000Z","12.365","1756.732"
"2025-08-15T18:05:00.000Z","12.25","1756.729"
"2025-08-15T18:10:00.000Z","12.25","1756.729"
"2025-08-15T18:15:00.000Z","12.213","1756.728"
"2025-08-15T18:20:00.000Z","12.137","1756.726"
"2025-08-15T18:25:00.000Z","12.099","1756.725"
"2025-08-15T18:30:00.000Z","11.949","1756.721"
"2025-08-15T18:35:00.000Z","11.949","1756.721"
"2025-08-15T18:40:00.000Z","11.874","1756.719"
"2025-08-15T18:45:00.000Z","11.8","1756.717"
"2025-08-15T18:50:00.000Z","11.726","1756.715"
"2025-08-15T18:55:00.000Z","11.651","1756.713"
"2025-08-15T19:00:00.000Z","11.577","1756.711"
"2025-08-15T19:05:00.000Z","11.614","1756.712"
"2025-08-15T19:10:00.000Z","11.431","1756.707"
"2025-08-15T19:15:00.000Z","11.249","1756.702"
"2025-08-15T19:20:00.000Z","11.322","1756.704"
"2025-08-15T19:25:00.000Z","11.212","1756.701"
"2025-08-15T19:30:00.000Z","11.176","1756.7"
"2025-08-15T19:35:00.000Z","11.104","1756.698"
"2025-08-15T19:40:00.000Z","10.961","1756.694"
"2025-08-15T19:45:00.000Z","10.925","1756.693"
"2025-08-15T19:50:00.000Z","10.854","1756.691"
"2025-08-15T19:55:00.000Z","10.783","1756.689"
"2025-08-15T20:00:00.000Z","10.678","1756.686"
"2025-08-15T20:05:00.000Z","10.783","1756.689"
"2025-08-15T20:10:00.000Z","10.713","1756.687"
"2025-08-15T20:15:00.000Z","10.642","1756.685"
"2025-08-15T20:20:00.000Z","10.572","1756.683"
"2025-08-15T20:25:00.000Z","10.642","1756.685"
"2025-08-15T20:30:00.000Z","10.432","1756.679"
"2025-08-15T20:35:00.000Z","10.398","1756.678"
"2025-08-15T20:40:00.000Z","10.398","1756.678"
"2025-08-15T20:45:00.000Z","10.294","1756.675"
"2025-08-15T20:50:00.000Z","10.294","1756.675"
"2025-08-15T20:55:00.000Z","10.191","1756.672"
"2025-08-15T21:00:00.000Z","10.122","1756.67"
"2025-08-15T21:05:00.000Z","10.122","1756.67"
"2025-08-15T21:10:00.000Z","9.885","1756.663"
"2025-08-15T21:15:00.000Z","9.919","1756.664"
"2025-08-15T21:20:00.000Z","9.852","1756.662"
"2025-08-15T21:25:00.000Z","9.784","1756.66"
"2025-08-15T21:30:00.000Z","9.684","1756.657"
"2025-08-15T21:35:00.000Z","9.518","1756.652"
"2025-08-15T21:40:00.000Z","9.518","1756.652"
"2025-08-15T21:45:00.000Z","9.518","1756.652"
"2025-08-15T21:50:00.000Z","9.485","1756.651"
"2025-08-15T21:55:00.000Z","9.354","1756.647"
"2025-08-15T22:00:00.000Z","9.256","1756.644"
"2025-08-15T22:05:00.000Z","9.224","1756.643"
"2025-08-15T22:10:00.000Z","9.289","1756.645"
"2025-08-15T22:15:00.000Z","9.159","1756.641"
"2025-08-15T22:20:00.000Z","9.191","1756.642"
"2025-08-15T22:25:00.000Z","9.159","1756.641"
"2025-08-15T22:30:00.000Z","9.126","1756.64"
"2025-08-15T22:35:00.000Z","9.094","1756.639"
"2025-08-15T22:40:00.000Z","9.062","1756.638"
"2025-08-15T22:45:00.000Z","9.03","1756.637"
"2025-08-15T22:50:00.000Z","9.062","1756.638"
"2025-08-15T22:55:00.000Z","9.03","1756.637"
"2025-08-15T23:00:00.000Z","8.998","1756.636"
"2025-08-15T23:05:00.000Z","8.903","1756.633"
"2025-08-15T23:10:00.000Z","8.871","1756.632"
"2025-08-15T23:15:00.000Z","8.871","1756.632"
"2025-08-15T23:20:00.000Z","8.839","1756.631"
"2025-08-15T23:25:00.000Z","8.839","1756.631"
"2025-08-15T23:30:00.000Z","8.776","1756.629"
"2025-08-15T23:35:00.000Z","8.713","1756.627"
"2025-08-15T23:40:00.000Z","8.713","1756.627"
"2025-08-15T23:45:00.000Z","8.682","1756.626"
"2025-08-15T23:50:00.000Z","8.619","1756.624"
"2025-08-15T23:55:00.000Z","8.525","1756.621"
"2025-08-16T00:00:00.000Z","8.494","1756.62"
"2025-08-16T00:05:00.000Z","8.525","1756.621"
"2025-08-16T00:10:00.000Z","8.494","1756.62"
"2025-08-16T00:15:00.000Z","8.433","1756.618"
"2025-08-16T00:20:00.000Z","8.341","1756.615"
"2025-08-16T00:25:00.000Z","8.372","1756.616"
"2025-08-16T00:30:00.000Z","8.31","1756.614"
"2025-08-16T00:35:00.000Z","8.249","1756.612"
"2025-08-16T00:40:00.000Z","8.31","1756.614"
"2025-08-16T00:45:00.000Z","8.372","1756.616"
"2025-08-16T00:50:00.000Z","8.341","1756.615"
"2025-08-16T00:55:00.000Z","8.249","1756.612"
"2025-08-16T01:00:00.000Z","8.188","1756.61"
"2025-08-16T01:05:00.000Z","8.188","1756.61"
"2025-08-16T01:10:00.000Z","8.188","1756.61"
"2025-08-16T01:15:00.000Z","8.188","1756.61"
"2025-08-16T01:20:00.000Z","8.128","1756.608"
"2025-08-16T01:25:00.000Z","8.158","1756.609"
"2025-08-16T01:30:00.000Z","8.098","1756.607"
"2025-08-16T01:35:00.000Z","8.098","1756.607"
"2025-08-16T01:40:00.000Z","8.098","1756.607"
"2025-08-16T01:45:00.000Z","8.008","1756.604"
"2025-08-16T01:50:00.000Z","7.888","1756.6"
"2025-08-16T01:55:00.000Z","7.918","1756.601"
"2025-08-16T02:00:00.000Z","7.829","1756.598"
"2025-08-16T02:05:00.000Z","7.77","1756.596"
"2025-08-16T02:10:00.000Z","7.8","1756.597"
"2025-08-16T02:15:00.000Z","7.77","1756.596"
"2025-08-16T02:20:00.000Z","7.681","1756.593"
"2025-08-16T02:25:00.000Z","7.593","1756.59"
"2025-08-16T02:30:00.000Z","7.593","1756.59"
"2025-08-16T02:35:00.000Z","7.564","1756.589"
"2025-08-16T02:40:00.000Z","7.536","1756.588"
"2025-08-16T02:45:00.000Z","7.507","1756.587"
"2025-08-16T02:50:00.000Z","7.421","1756.584"
"2025-08-16T02:55:00.000Z","7.335","1756.581"
"2025-08-16T03:00:00.000Z","7.363","1756.582"
"2025-08-16T03:05:00.000Z","7.306","1756.58"
"2025-08-16T03:10:00.000Z","7.25","1756.578"
"2025-08-16T03:15:00.000Z","7.137","1756.574"
"2025-08-16T03:20:00.000Z","7.137","1756.574"
"2025-08-16T03:25:00.000Z","7.08","1756.572"
"2025-08-16T03:30:00.000Z","7.109","1756.573"
"2025-08-16T03:35:00.000Z","7.024","1756.57"
"2025-08-16T03:40:00.000Z","6.969","1756.568"
"2025-08-16T03:45:00.000Z","6.969","1756.568"
"2025-08-16T03:50:00.000Z","6.941","1756.567"
"2025-08-16T03:55:00.000Z","6.858","1756.564"
"2025-08-16T04:00:00.000Z","6.969","1756.568"
"2025-08-16T04:05:00.000Z","6.858","1756.564"
"2025-08-16T04:10:00.000Z","6.886","1756.565"
"2025-08-16T04:15:00.000Z","6.776","1756.561"
"2025-08-16T04:20:00.000Z","6.831","1756.563"
"2025-08-16T04:25:00.000Z","6.803","1756.562"
"2025-08-16T04:30:00.000Z","6.721","1756.559"
"2025-08-16T04:35:00.000Z","6.748","1756.56"
"2025-08-16T04:40:00.000Z","6.667","1756.557"
"2025-08-16T04:45:00.000Z","6.56","1756.553"
"2025-08-16T04:50:00.000Z","6.56","1756.553"
"2025-08-16T04:55:00.000Z","6.587","1756.554"
"2025-08-16T05:00:00.000Z","6.613","1756.555"
"2025-08-16T05:05:00.000Z","6.533","1756.552"
"2025-08-16T05:10:00.000Z","6.453","1756.549"
"2025-08-16T05:15:00.000Z","6.506","1756.551"
"2025-08-16T05:20:00.000Z","6.453","1756.549"
"2025-08-16T05:25:00.000Z","6.374","1756.546"
"2025-08-16T05:30:00.000Z","6.321","1756.544"
"2025-08-16T05:35:00.000Z","6.269","1756.542"
"2025-08-16T05:40:00.000Z","6.269","1756.542"
"2025-08-16T05:45:00.000Z","6.269","1756.542"
"2025-08-16T05:50:00.000Z","6.19","1756.539"
"2025-08-16T05:55:00.000Z","6.165","1756.538"
"2025-08-16T06:00:00.000Z","6.165","1756.538"
"2025-08-16T06:05:00.000Z","6.088","1756.535"
"2025-08-16T06:10:00.000Z","6.036","1756.533"
"2025-08-16T06:15:00.000Z","5.959","1756.53"
"2025-08-16T06:20:00.000Z","5.934","1756.529"
"2025-08-16T06:25:00.000Z","5.909","1756.528"
"2025-08-16T06:30:00.000Z","5.859","1756.526"
"2025-08-16T06:35:00.000Z","5.808","1756.524"
"2025-08-16T06:40:00.000Z","5.733","1756.521"
"2025-08-16T06:45:00.000Z","5.758","1756.522"
"2025-08-16T06:50:00.000Z","5.708","1756.52"
"2025-08-16T06:55:00.000Z","5.659","1756.518"
"2025-08-16T07:00:00.000Z","5.634","1756.517"
"2025-08-16T07:05:00.000Z","5.56","1756.514"
"2025-08-16T07:10:00.000Z","5.56","1756.514"
"2025-08-16T07:15:00.000Z","5.536","1756.513"
"2025-08-16T07:20:00.000Z","5.462","1756.51"
"2025-08-16T07:25:00.000Z","5.438","1756.509"
"2025-08-16T07:30:00.000Z","5.366","1756.506"
"2025-08-16T07:35:00.000Z","5.295","1756.503"
"2025-08-16T07:40:00.000Z","5.295","1756.503"
"2025-08-16T07:45:00.000Z","5.247","1756.501"
"2025-08-16T07:50:00.000Z","5.247","1756.501"
"2025-08-16T07:55:00.000Z","5.176","1756.498"
"2025-08-16T08:00:00.000Z","5.13","1756.496"
"2025-08-16T08:05:00.000Z","5.13","1756.496"
"2025-08-16T08:10:00.000Z","5.13","1756.496"
"2025-08-16T08:15:00.000Z","5.037","1756.492"
"2025-08-16T08:20:00.000Z","5.06","1756.493"
"2025-08-16T08:25:00.000Z","5.106","1756.495"
"2025-08-16T08:30:00.000Z","5.083","1756.494"
"2025-08-16T08:35:00.000Z","5.13","1756.496"
"2025-08-16T08:40:00.000Z","5.106","1756.495"
"2025-08-16T08:45:00.000Z","5.13","1756.496"
"2025-08-16T08:50:00.000Z","5.223","1756.5"
"2025-08-16T08:55:00.000Z","5.176","1756.498"
"2025-08-16T09:00:00.000Z","5.271","1756.502"
"2025-08-16T09:05:00.000Z","5.295","1756.503"
"2025-08-16T09:10:00.000Z","5.414","1756.508"
"2025-08-16T09:15:00.000Z","5.39","1756.507"
"2025-08-16T09:20:00.000Z","5.487","1756.511"
"2025-08-16T09:25:00.000Z","5.61","1756.516"
"2025-08-16T09:30:00.000Z","5.683","1756.519"
"2025-08-16T09:35:00.000Z","5.758","1756.522"
"2025-08-16T09:40:00.000Z","5.834","1756.525"
"2025-08-16T09:45:00.000Z","5.985","1756.531"
"2025-08-16T09:50:00.000Z","6.036","1756.533"
"2025-08-16T09:55:00.000Z","6.088","1756.535"
"2025-08-16T10:00:00.000Z","6.295","1756.543"
"2025-08-16T10:05:00.000Z","6.321","1756.544"
"2025-08-16T10:10:00.000Z","6.453","1756.549"
"2025-08-16T10:15:00.000Z","6.56","1756.553"
"2025-08-16T10:20:00.000Z","6.694","1756.558"
"2025-08-16T10:25:00.000Z","6.803","1756.562"
"2025-08-16T10:30:00.000Z","6.803","1756.562"
"2025-08-16T10:35:00.000Z","6.858","1756.564"
"2025-08-16T10:40:00.000Z","7.024","1756.57"
"2025-08-16T10:45:00.000Z","7.137","1756.574"
"2025-08-16T10:50:00.000Z","7.165","1756.575"
"2025-08-16T10:55:00.000Z","7.363","1756.582"
"2025-08-16T11:00:00.000Z","7.564","1756.589"
"2025-08-16T11:05:00.000Z","7.622","1756.591"
"2025-08-16T11:10:00.000Z","7.918","1756.601"
"2025-08-16T11:15:00.000Z","8.038","1756.605"
"2025-08-16T11:20:00.000Z","8.068","1756.606"
"2025-08-16T11:25:00.000Z","8.128","1756.608"
"2025-08-16T11:30:00.000Z","8.188","1756.61"
"2025-08-16T11:35:00.000Z","8.31","1756.614"
"2025-08-16T11:40:00.000Z","8.341","1756.615"
"2025-08-16T11:45:00.000Z","8.494","1756.62"
"2025-08-16T11:50:00.000Z","8.588","1756.623"
"2025-08-16T11:55:00.000Z","8.713","1756.627"
"2025-08-16T12:00:00.000Z","8.807","1756.63"
"2025-08-16T12:05:00.000Z","8.935","1756.634"
"2025-08-16T12:10:00.000Z","8.966","1756.635"
"2025-08-16T12:15:00.000Z","9.03","1756.637"
"2025-08-16T12:20:00.000Z","9.03","1756.637"
"2025-08-16T12:25:00.000Z","8.998","1756.636"
"2025-08-16T12:30:00.000Z","9.062","1756.638"
"2025-08-16T12:35:00.000Z","9.224","1756.643"
"2025-08-16T12:40:00.000Z","9.224","1756.643"
"2025-08-16T12:45:00.000Z","9.387","1756.648"
"2025-08-16T12:50:00.000Z","9.354","1756.647"
"2025-08-16T12:55:00.000Z","9.419","1756.649"
"2025-08-16T13:00:00.000Z","9.419","1756.649"
"2025-08-16T13:05:00.000Z","9.552","1756.653"
"2025-08-16T13:10:00.000Z","9.552","1756.653"
"2025-08-16T13:15:00.000Z","9.618","1756.655"
"2025-08-16T13:20:00.000Z","9.718","1756.658"
"2025-08-16T13:25:00.000Z","9.852","1756.662"
"2025-08-16T13:30:00.000Z","9.852","1756.662"
"2025-08-16T13:35:00.000Z","9.987","1756.666"
"2025-08-16T13:40:00.000Z","10.122","1756.67"
"2025-08-16T13:45:00.000Z","9.987","1756.666"
"2025-08-16T13:50:00.000Z","10.329","1756.676"
"2025-08-16T13:55:00.000Z","10.329","1756.676"
"2025-08-16T14:00:00.000Z","10.363","1756.677"
"2025-08-16T14:05:00.000Z","10.537","1756.682"
"2025-08-16T14:10:00.000Z","10.537","1756.682"
"2025-08-16T14:15:00.000Z","10.713","1756.687"
"2025-08-16T14:20:00.000Z","10.713","1756.687"
"2025-08-16T14:25:00.000Z","10.748","1756.688"
"2025-08-16T14:30:00.000Z","10.783","1756.689"
"2025-08-16T14:35:00.000Z","10.925","1756.693"
"2025-08-16T14:40:00.000Z","10.89","1756.692"
"2025-08-16T14:45:00.000Z","10.89","1756.692"
"2025-08-16T14:50:00.000Z","10.997","1756.695"
"2025-08-16T14:55:00.000Z","10.925","1756.693"
"2025-08-16T15:00:00.000Z","11.069","1756.697"
"2025-08-16T15:05:00.000Z","10.997","1756.695"
"2025-08-16T15:10:00.000Z","11.104","1756.698"
"2025-08-16T15:15:00.000Z","11.069","1756.697"
"2025-08-16T15:20:00.000Z","11.104","1756.698"
"2025-08-16T15:25:00.000Z","11.104","1756.698"
"2025-08-16T15:30:00.000Z","11.176","1756.7"
"2025-08-16T15:35:00.000Z","11.069","1756.697"
"2025-08-16T15:40:00.000Z","10.997","1756.695"
"2025-08-16T15:45:00.000Z","11.069","1756.697"
"2025-08-16T15:50:00.000Z","11.033","1756.696"
"2025-08-16T15:55:00.000Z","11.033","1756.696"
"2025-08-16T16:00:00.000Z","11.069","1756.697"
"2025-08-16T16:05:00.000Z","11.069","1756.697"
"2025-08-16T16:10:00.000Z","10.961","1756.694"
"2025-08-16T16:15:00.000Z","11.033","1756.696"
"2025-08-16T16:20:00.000Z","10.961","1756.694"
"2025-08-16T16:25:00.000Z","11.033","1756.696"
"2025-08-16T16:30:00.000Z","10.925","1756.693"
"2025-08-16T16:35:00.000Z","10.89","1756.692"
"2025-08-16T16:40:00.000Z","10.925","1756.693"
"2025-08-16T16:45:00.000Z","10.961","1756.694"
"2025-08-16T16:50:00.000Z","10.925","1756.693"
"2025-08-16T16:55:00.000Z","10.854","1756.691"
"2025-08-16T17:00:00.000Z","10.818","1756.69"
"2025-08-16T17:05:00.000Z","10.783","1756.689"
"2025-08-16T17:10:00.000Z","10.783","1756.689"
"2025-08-16T17:15:00.000Z","10.748","1756.688"
"2025-08-16T17:20:00.000Z","10.748","1756.688"
